material,sample_name,Run_accession,Type,archive_project,geo_loc_name,latitude,longitude,Size_geo_loc_name,FileSize(GB)
dental calculus,B61,SRR957738,aMetagenome,PRJNA216965,Germany,51.165691,10.451526,9,1.029504
dental calculus,B61,SRR957739,aMetagenome,PRJNA216965,Germany,51.165691,10.451526,9,1.097742
dental calculus,B61,SRR957740,aMetagenome,PRJNA216965,Germany,51.165691,10.451526,9,0.711023
dental calculus,B61,SRR957741,aMetagenome,PRJNA216965,Germany,51.165691,10.451526,9,0.9364
dental calculus,G12,SRR957742,aMetagenome,PRJNA216965,Germany,51.165691,10.451526,9,0.737749
dental calculus,G12,SRR957743,aMetagenome,PRJNA216965,Germany,51.165691,10.451526,9,0.7470009999999999
dental calculus,G12,SRR957744,aMetagenome,PRJNA216965,Germany,51.165691,10.451526,9,0.8458439999999999
dental calculus,G12,SRR957745,aMetagenome,PRJNA216965,Germany,51.165691,10.451526,9,0.839634
dental calculus,G12,SRR957746,aMetagenome,PRJNA216965,Germany,51.165691,10.451526,9,0.651704
dental calculus,C214,SRR6877286,aMetagenome,PRJNA445215,Spain,40.463667,-3.74922,2,0.842602
dental calculus,C53,SRR6877284,aMetagenome,PRJNA445215,Spain,40.463667,-3.74922,2,2.374508
dental calculus,F1948,SRR6877290,aMetagenome,PRJNA445215,Guadeloupe,16.995971,-62.067641,2,0.952727
dental calculus,F349A,SRR6877288,aMetagenome,PRJNA445215,Guadeloupe,16.995971,-62.067641,2,1.1281539999999999
dental calculus,H10,SRR6877292,aMetagenome,PRJNA445215,Mongolia,46.862496,103.846656,2,1.521617
dental calculus,H24,SRR6877323,aMetagenome,PRJNA445215,Mongolia,46.862496,103.846656,2,1.219069
dental calculus,KT01,SRR6877304,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.220773
dental calculus,KT01,SRR6877305,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.258482
dental calculus,KT02,SRR6877392,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.177801
dental calculus,KT03,SRR6877308,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.18284899999999998
dental calculus,KT04,SRR6877303,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.19891
dental calculus,KT05,SRR6877372,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.194161
dental calculus,KT05,SRR6877370,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,1.642966
dental calculus,KT06,SRR6877376,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.260882
dental calculus,KT07,SRR6877374,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.23516299999999998
dental calculus,KT08,SRR6877378,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.205778
dental calculus,KT08,SRR6877388,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,1.621445
dental calculus,KT09,SRR6877390,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.208456
dental calculus,KT09,SRR6877384,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,1.648644
dental calculus,KT10,SRR6877386,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.210811
dental calculus,KT11,SRR6877382,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.19266
dental calculus,KT12,SRR6877354,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.16372599999999998
dental calculus,KT13,SRR6877356,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.18470499999999998
dental calculus,KT13,SRR6877350,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,2.057293
dental calculus,KT14,SRR6877352,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.20623799999999998
dental calculus,KT14,SRR6877358,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.694956
dental calculus,KT15,SRR6877367,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.328279
dental calculus,KT16,SRR6877365,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.170822
dental calculus,KT17,SRR6877363,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.163028
dental calculus,KT18,SRR6877361,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.25224399999999997
dental calculus,KT19,SRR6877369,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.31229199999999996
dental calculus,KT20,SRR6877338,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.327017
dental calculus,KT21,SRR6877336,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.17118899999999998
dental calculus,KT22,SRR6877334,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.199726
dental calculus,KT23,SRR6877332,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.297403
dental calculus,KT24,SRR6877330,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.283522
dental calculus,KT24,SRR6877342,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,2.240747
dental calculus,KT25,SRR6877344,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.246077
dental calculus,KT25,SRR6877346,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,1.895502
dental calculus,KT26,SRR6877348,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.25643499999999997
dental calculus,KT26,SRR6877340,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,2.0202899999999997
dental calculus,KT27,SRR6877395,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.18706299999999998
dental calculus,KT28,SRR6877397,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.230076
dental calculus,KT28,SRR6877399,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,1.9395229999999999
dental calculus,KT29,SRR6877401,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.273804
dental calculus,KT29,SRR6877403,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,2.0524809999999998
dental calculus,KT30,SRR6877294,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.217913
dental calculus,KT31,SRR6877328,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.41812299999999997
dental calculus,KT31,SRR6877339,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,2.988599
dental calculus,KT32,SRR6877296,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.240341
dental calculus,KT32,SRR6877300,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,1.872898
dental calculus,KT33,SRR6877316,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.299908
dental calculus,KT34,SRR6877318,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.26331899999999997
dental calculus,KT35,SRR6877320,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.19098099999999998
dental calculus,KT36,SRR6877322,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,0.24495699999999998
dental calculus,KT36,SRR6877313,aMetagenome,PRJNA445215,Ireland,53.41291,-8.24389,50,1.763828
dental calculus,NF217,SRR6877312,aMetagenome,PRJNA445215,USA,37.09024,-95.712891,15,0.605139
dental calculus,NF47,SRR6877310,aMetagenome,PRJNA445215,USA,37.09024,-95.712891,15,0.627281
dental calculus,S108,SRR6877326,aMetagenome,PRJNA445215,Netherlands,52.132633,5.291266,3,0.709521
dental calculus,S40,SRR6877324,aMetagenome,PRJNA445215,Nepal,28.394857,84.124008,2,0.876775
dental calculus,S41,SRR6877282,aMetagenome,PRJNA445215,Nepal,28.394857,84.124008,2,1.050679
dental calculus,S454,SRR6877393,aMetagenome,PRJNA445215,Netherlands,52.132633,5.291266,3,0.7570589999999999
dental calculus,NF-217C-SG,SRR2229976,aMetagenome,PRJNA293758,USA,37.09024,-95.712891,15,0.000183
dental calculus,NF-47C-SG,SRR2229974,aMetagenome,PRJNA293758,USA,37.09024,-95.712891,15,7.3e-05
dental calculus,PI-420A-C,SRR9898613,aMetagenome,PRJNA557308,USA,37.09024,-95.712891,15,0.169836
dental calculus,16,SRR5297130,aMetagenome,PRJNA377320,USA,37.09024,-95.712891,15,0.668779
dental calculus,2,SRR5297133,aMetagenome,PRJNA377320,USA,37.09024,-95.712891,15,0.332194
dental calculus,4,SRR5297132,aMetagenome,PRJNA377320,USA,37.09024,-95.712891,15,0.262494
dental calculus,15,SRR5297131,aMetagenome,PRJNA377320,USA,37.09024,-95.712891,15,0.227036
dental calculus,P.O 108-7,SRR12557008,aMetagenome,PRJNA660212,Italy,41.87194,12.56738,14,0.155161
dental calculus,P.O Z. US44,SRR12557006,aMetagenome,PRJNA660212,Italy,41.87194,12.56738,14,0.44902699999999995
dental calculus,P.O 898-11,SRR12557007,aMetagenome,PRJNA660212,Italy,41.87194,12.56738,14,0.647783
dental calculus,A18023_Japan_Edo_4,SRR11176627,aMetagenome,PRJNA608555,Japan,36.204824,138.252924,15,3.4381549999999996
dental calculus,A18022_Japan_Edo_3,SRR11176628,aMetagenome,PRJNA608555,Japan,36.204824,138.252924,15,1.277417
dental calculus,A18021_Japan_Edo_2,SRR11176629,aMetagenome,PRJNA608555,Japan,36.204824,138.252924,15,1.9700039999999999
dental calculus,A18020_Japan_Edo_1,SRR11176630,aMetagenome,PRJNA608555,Japan,36.204824,138.252924,15,1.5675439999999998
dental calculus,A18019_Japan_Jomon_5,SRR11176631,aMetagenome,PRJNA608555,Japan,36.204824,138.252924,15,1.47529
dental calculus,A18018_Japan_Jomon_4,SRR11176632,aMetagenome,PRJNA608555,Japan,36.204824,138.252924,15,0.8562489999999999
dental calculus,A18017_Japan_Jomon_3,SRR11176633,aMetagenome,PRJNA608555,Japan,36.204824,138.252924,15,0.40512899999999996
dental calculus,A18016_Japan_Jomon_2,SRR11176634,aMetagenome,PRJNA608555,Japan,36.204824,138.252924,15,0.959772
dental calculus,A18033_Japan_Edo_10,SRR11176635,aMetagenome,PRJNA608555,Japan,36.204824,138.252924,15,1.7972519999999998
dental calculus,A18032_Japan_Edo_9,SRR11176636,aMetagenome,PRJNA608555,Japan,36.204824,138.252924,15,1.7249919999999999
dental calculus,A18027_Japan_Edo_8,SRR11176638,aMetagenome,PRJNA608555,Japan,36.204824,138.252924,15,0.584805
dental calculus,A18026_Japan_Edo_7,SRR11176639,aMetagenome,PRJNA608555,Japan,36.204824,138.252924,15,2.03998
dental calculus,A18025_Japan_Edo_6,SRR11176640,aMetagenome,PRJNA608555,Japan,36.204824,138.252924,15,2.745828
dental calculus,A18024_Japan_Edo_5,SRR11176641,aMetagenome,PRJNA608555,Japan,36.204824,138.252924,15,1.778033
dental calculus,A18015_Japan_Jomon_1,SRR11176642,aMetagenome,PRJNA608555,Japan,36.204824,138.252924,15,1.4007399999999999
dental calculus,MAWB_15,SRR12462938,aMetagenome,PRJNA657275,Belize,17.189877,-88.49765,7,5.104856
dental calculus,MAWB_12,SRR12462939,aMetagenome,PRJNA657275,Belize,17.189877,-88.49765,7,1.1310989999999999
dental calculus,MAWB_11,SRR12462940,aMetagenome,PRJNA657275,Belize,17.189877,-88.49765,7,1.588821
dental calculus,MAWB_10,SRR12462941,aMetagenome,PRJNA657275,Belize,17.189877,-88.49765,7,2.639828
dental calculus,MAWB_6,SRR12462942,aMetagenome,PRJNA657275,Belize,17.189877,-88.49765,7,4.14985
dental calculus,MAWB_5,SRR12462943,aMetagenome,PRJNA657275,Belize,17.189877,-88.49765,7,1.197575
dental calculus,MAWB_3,SRR12462944,aMetagenome,PRJNA657275,Belize,17.189877,-88.49765,7,0.358697
dental calculus,SA_011,SRR12462945,aMetagenome,PRJNA657275,Italy,41.87194,12.56738,14,1.809786
dental calculus,SA_010,SRR12462930,aMetagenome,PRJNA657275,Italy,41.87194,12.56738,14,1.369291
dental calculus,SA_009,SRR12462931,aMetagenome,PRJNA657275,Italy,41.87194,12.56738,14,1.817556
dental calculus,SA_008,SRR12462932,aMetagenome,PRJNA657275,Italy,41.87194,12.56738,14,2.000988
dental calculus,SA_007,SRR12462933,aMetagenome,PRJNA657275,Italy,41.87194,12.56738,14,1.629238
dental calculus,SA_006,SRR12462934,aMetagenome,PRJNA657275,Italy,41.87194,12.56738,14,1.4580089999999999
dental calculus,SA_005,SRR12462935,aMetagenome,PRJNA657275,Italy,41.87194,12.56738,14,1.9366599999999998
dental calculus,SA_004,SRR12462936,aMetagenome,PRJNA657275,Italy,41.87194,12.56738,14,1.716386
dental calculus,SA_003,SRR12462937,aMetagenome,PRJNA657275,Italy,41.87194,12.56738,14,1.4373799999999999
dental calculus,SA_002,SRR12462946,aMetagenome,PRJNA657275,Italy,41.87194,12.56738,14,1.605775
dental calculus,SA_001,SRR12462947,aMetagenome,PRJNA657275,Italy,41.87194,12.56738,14,2.103548
dental calculus,AMNH98137_Q01,SRR12136713,aMetagenome,PRJNA643812,USA,37.09024,-95.712891,15,0.9959279999999999
dental calculus,364459,SRR12136712,aMetagenome,PRJNA643812,USA,37.09024,-95.712891,15,0.215966
tooth,PCA0161,SRR5047194,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.659477
tooth,PCA0162,SRR5047069,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.465524
tooth,PCA0002,SRR5047060,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.043158999999999996
tooth,PCA0001,SRR5047075,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.052493
tooth,PCA0005,SRR5047111,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.12620299999999998
tooth,PCA0007,SRR5047132,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.058311999999999996
tooth,PCA0006,SRR5047159,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.111497
tooth,PCA0004,SRR5047164,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.037674
tooth,PCA0003,SRR5047166,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.072723
tooth,PCA0015,SRR5047048,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.262109
tooth,PCA0016,SRR5047157,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.30660499999999996
tooth,PCA0017,SRR5047051,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.258275
tooth,PCA0018,SRR5047170,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.236919
tooth,PCA0019,SRR5047165,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.198401
tooth,PCA0020,SRR5047057,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.280929
tooth,PCA0021,SRR5047086,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.20352699999999999
tooth,PCA0022,SRR5047187,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.24198299999999998
tooth,PCA0023,SRR5047043,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.204225
tooth,PCA0024,SRR5047101,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.16919399999999998
tooth,PCA0025,SRR5047080,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.238172
tooth,PCA0026,SRR5047146,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.22219
tooth,PCA0027,SRR5047070,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.193442
tooth,PCA0028,SRR5047118,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.142872
tooth,PCA0029,SRR5047085,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.14324699999999999
tooth,PCA0030,SRR5047138,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.188625
